,VISIT_AREA_ID,TRAVEL_ID,VISIT_ORDER,VISIT_AREA_NM,VISIT_START_YMD,VISIT_END_YMD,ROAD_NM_ADDR,LOTNO_ADDR,X_COORD,Y_COORD,ROAD_NM_CD,LOTNO_CD,POI_ID,POI_NM,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD,REVISIT_YN,VISIT_CHC_REASON_CD,LODGING_TYPE_CD,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,SGG_CD
7882,2306240005,e_e003159,4,플라자 CC 용인,2023-06-24,2023-06-24,경기 용인시 처인구 남사읍 봉무로153번길 79,경기 용인시 처인구 남사읍 통삼리 1-1,127.141031,37.1330662,,,POI01000000B6R9DQ,프라자컨트리클럽,30.0,7,N,6.0,4.0,4.0,4.0,4.0,
7896,2306170007,e_e003162,8,호텔 페이트 삼성,2023-06-17,2023-06-17,서울 강남구 테헤란로87길 9,서울 강남구 삼성동 158-13,127.0587182,37.5084537,,,POI02000TR001158V,호텔페이토 삼성,120.0,24,N,6.0,1.0,5.0,5.0,5.0,
7898,2306170009,e_e003162,10,호텔 페이트 삼성,2023-06-17,2023-06-18,서울 강남구 테헤란로87길 9,서울 강남구 삼성동 158-13,127.0587182,37.5084537,,,POI02000TR001159V,호텔페이토 삼성,120.0,24,N,6.0,1.0,5.0,5.0,5.0,
7910,2306260002,e_e003172,6,호텔리베라,2023-06-26,2023-06-27,서울 강남구 영동대로 737,서울 강남구 청담동 53-7,127.0542098,37.523827,,,POI010000006KLNOI,리베라호텔,420.0,24,Y,4.0,1.0,4.0,4.0,4.0,
7916,2306270002,e_e003172,7,호텔리베라,2023-06-27,2023-06-27,서울 강남구 영동대로 737,서울 강남구 청담동 53-7,127.0542098,37.523827,,,POI010000006KLNOI,리베라호텔,60.0,24,N,7.0,1.0,5.0,5.0,5.0,
7968,2306160005,e_e003196,4,올라 카이 송도파크호텔,2023-06-16,2023-06-16,인천 연수구 테크노파크로 151,인천 연수구 송도동 93-1,126.6407978,37.388124,,,POI010000006EGLBS,오라카이 송도파크호텔,90.0,24,N,2.0,1.0,5.0,5.0,5.0,
7971,2306160008,e_e003196,7,올라 카이 송도파크호텔,2023-06-16,2023-06-16,인천 연수구 테크노파크로 151,인천 연수구 송도동 93-1,126.6407978,37.388124,,,POI010000006EGLBS,오라카이 송도파크호텔,60.0,24,N,2.0,1.0,5.0,5.0,5.0,
7974,2306160012,e_e003196,10,올라 카이 송도파크호텔,2023-06-16,2023-06-17,인천 연수구 테크노파크로 151,인천 연수구 송도동 93-1,126.6407978,37.388124,,,POI010000006EGLBS,오라카이 송도파크호텔,1380.0,24,N,2.0,1.0,5.0,5.0,5.0,
7982,2306240003,e_e003198,3,브라운 도트 용인점,2023-06-24,2023-06-24,경기 용인시 처인구 금령로106번길 5,경기 용인시 처인구 김량장동 99-2,127.2081961,37.2350169,,,POI01000000DRLCZW,브라운도트,30.0,24,N,11.0,1.0,5.0,4.0,4.0,
7984,2306240006,e_e003198,5,브라운 도트 용인점,2023-06-24,2023-06-25,경기 용인시 처인구 금령로106번길 5,경기 용인시 처인구 김량장동 99-2,127.2081961,37.2350169,,,POI01000000DRLCZW,브라운도트,210.0,24,Y,11.0,1.0,5.0,4.0,4.0,
7998,2307070006,e_e003202,5,호텔 하우스,2023-07-07,2023-07-08,경기 가평군 설악면 자잠로 279,경기 가평군 설악면 사룡리 185-2,127.4897794,37.6979692,,,POI01000TR009014V,호텔하우스,120.0,24,N,8.0,1.0,5.0,5.0,5.0,
8030,2306240007,e_e003210,7,헤이리 힐스 타운하우스,2023-06-24,2023-06-25,경기 파주시 탄현면 국원말길 57-17,경기 파주시 탄현면 법흥리 458-46,126.708213,37.7810638,,,POI02000TR001430V,헤이리힐스타운하우스,450.0,24,N,6.0,3.0,5.0,5.0,5.0,
8035,2306150003,e_e003212,3,올라 카이 송도파크호텔,2023-06-15,2023-06-15,인천 연수구 테크노파크로 151,인천 연수구 송도동 93-1,126.6407978,37.388124,,,POI010000006EGLBS,오라카이 송도파크호텔,150.0,24,Y,4.0,1.0,5.0,4.0,4.0,
8037,2306150005,e_e003212,5,올라 카이 송도파크호텔,2023-06-15,2023-06-16,인천 연수구 테크노파크로 151,인천 연수구 송도동 93-1,126.6407978,37.388124,,,POI010000006EGLBS,오라카이 송도파크호텔,60.0,24,Y,4.0,1.0,5.0,4.0,4.0,
8072,2306260002,e_e003227,2,킹덤 키즈 풀빌라,2023-06-26,2023-06-27,경기 가평군 설악면 미사리로 614-27,경기 가평군 설악면 미사리 320-1,127.5408867,37.7065122,,,POI01000TR009596V,킹덤키즈풀빌라,540.0,24,N,2.0,3.0,5.0,4.0,4.0,
8094,2307010009,e_e003235,4,인디어 라운드,2023-07-01,2023-07-02,경기 이천시 이섭대천로941번길 49-44,,,,,,,,600.0,24,N,1.0,5.0,5.0,5.0,5.0,2817710400.0
8118,2306170004,e_e003245,4,SR 호텔,2023-06-17,2023-06-17,서울 강서구 강서로 400,서울 강서구 등촌동 678-11,126.8394628,37.5611254,,,POI02000TR000312V,SR호텔,180.0,24,N,2.0,2.0,5.0,5.0,5.0,
8123,2306170009,e_e003245,9,SR 호텔,2023-06-17,2023-06-18,서울 강서구 강서로 400,서울 강서구 등촌동 678-11,126.8394628,37.5611254,,,POI02000TR000315V,SR호텔,120.0,24,N,2.0,1.0,5.0,5.0,5.0,
8203,2306240006,e_e003272,6,휴랜드관광농원,2023-06-24,2023-06-24,경기 포천시 이동면 금강로 6159-25,경기 포천시 이동면 도평리 509-1,127.3890916,38.0782327,,,POI01000000DCCPJ5,휴랜드관광농원,1200.0,24,N,2.0,3.0,5.0,5.0,5.0,
8204,2306240007,e_e003272,7,휴랜드관광농원,2023-06-24,2023-06-25,경기 포천시 이동면 금강로 6159-25,경기 포천시 이동면 도평리 509-1,127.3890916,38.0782327,,,POI01000000DCCPJ5,휴랜드관광농원,540.0,24,N,2.0,3.0,5.0,5.0,5.0,
8211,2306190003,e_e003275,2,감성 스테이,2023-06-19,2023-06-19,경기 가평군 청평면 남이터길 52-35,경기 가평군 청평면 대성리 산 185-243,127.372681,37.689449,,,POI02000TR001171V,감성스테이,420.0,24,N,2.0,5.0,4.0,4.0,2.0,
8220,2307010004,e_e003278,4,은대리 쉼 남루,2023-07-01,2023-07-02,경기 연천군 전곡읍 평화로940번길 200,경기 연천군 전곡읍 은대리 49-1,127.0786472,38.0519328,,,POI010000006BV0CK,은대리쉼나루,540.0,24,N,8.0,3.0,3.0,3.0,2.0,
8233,2306180004,e_e003280,4,또바기 스파 글램핑,2023-06-18,2023-06-19,경기 가평군 북면 멱골로 205-10,경기 가평군 북면 목동리 592-1,127.5731245,37.9085335,,,POI01000TR022101V,또바기스파글램핑,390.0,24,N,2.0,5.0,5.0,4.0,5.0,
8277,2306170007,e_e003289,8,경기 김포시 김포한강 9로 8 다온 플라자 7층,2023-06-17,2023-06-18,캘리포니아 호텔,,,,,,,,60.0,24,N,7.0,1.0,5.0,4.0,4.0,4157010900.0
8342,2306180010,e_e003300,10,스파이크 하우스 흑석점,2023-06-18,2023-06-18,서울 동작구 흑석로9길 10,,,,,,,,90.0,11,N,9.0,7.0,3.0,2.0,2.0,1159010500.0
8369,2306240007,e_e003311,6,남한강 선밸리 호텔,2023-06-24,2023-06-25,경기 여주시 강변유원지길 45,경기 여주시 연양동 414,127.6611084,37.2931881,,,POI01000TR030046V,남한강썬밸리호텔,570.0,24,N,8.0,1.0,5.0,5.0,5.0,
8411,2306190003,e_e003328,5,용문산 자연휴양림,2023-06-19,2023-06-19,경기 양평군 양평읍 약수사길 78-14,경기 양평군 양평읍 백안리 산 68-1,127.5190793,37.5163053,,,POI01000000BYKN2E,용문산자연휴양림,1320.0,24,N,2.0,5.0,5.0,5.0,5.0,
8412,2306190004,e_e003328,6,용문산 자연휴양림,2023-06-19,2023-06-20,경기 양평군 양평읍 약수사길 78-14,경기 양평군 양평읍 백안리 산 68-1,127.5190793,37.5163053,,,POI01000000BYKN2E,용문산자연휴양림,540.0,24,N,1.0,5.0,5.0,4.0,5.0,
8418,2306300002,e_e003329,2,서울 신라호텔,2023-06-30,2023-07-01,서울 중구 동호로 249,서울 중구 장충동2가 202,127.0051788,37.5559546,,,POI01000TR010188V,서울신라호텔,690.0,24,N,1.0,1.0,5.0,5.0,5.0,
8430,2306160004,e_e003331,4,아이 섬 풀 글램핑,2023-06-16,2023-06-17,경기 가평군 북면 꽃넘이길 115-115,경기 가평군 북면 제령리 613-1,127.5128059,37.8999132,,,POI02000TR000321V,아이섬풀글램핑,420.0,24,N,1.0,5.0,5.0,5.0,5.0,
8454,2307060007,e_e003335,7,건대입구역 자이엘라 오피스텔,2023-07-06,2023-07-07,서울 광진구 능동로 87,서울 광진구 자양동 2-2,127.069677,37.5391251,,,POI02000TR004393V,건대입구역자이엘라오피스텔,120.0,24,N,6.0,11.0,4.0,4.0,4.0,
8465,2307010007,e_e003336,6,Si 호텔,2023-07-01,2023-07-02,서울 금천구 벚꽃로 182,서울 금천구 독산동 336-28,126.8878807,37.471272,,,POI02000TR002431V,Si호텔,60.0,24,N,8.0,2.0,4.0,3.0,3.0,
8476,2306250002,e_e003341,6,서울 신라호텔,2023-06-25,2023-06-26,서울 중구 동호로 249,,,,,,,,120.0,24,N,1.0,1.0,4.0,4.0,4.0,4119010900.0
8478,2306250004,e_e003341,3,서울 신라호텔,2023-06-25,2023-06-25,서울 중구 동호로 249,서울 중구 장충동2가 202,127.0051788,37.5559546,,,POI01000TR010188V,서울신라호텔,240.0,24,N,1.0,1.0,4.0,4.0,4.0,
8485,2306210002,e_e003342,6,라퓨타리조트,2023-06-21,2023-06-22,,,,,,,,,540.0,24,N,1.0,3.0,5.0,5.0,5.0,4182025034.0
8505,2306290006,e_e003349,6,호텔 플렉스,2023-06-29,2023-06-29,경기 수원시 팔달구 권광로180번길 18-23,경기 수원시 팔달구 인계동 1123-19,127.0335269,37.2622715,,,POI01000000DRJOPW,호텔플렉스,60.0,24,N,8.0,2.0,3.0,3.0,3.0,
8508,2306290009,e_e003349,8,호텔 플렉스,2023-06-29,2023-06-29,경기 수원시 팔달구 권광로180번길 18-23,경기 수원시 팔달구 인계동 1123-19,127.0335269,37.2622715,,,POI01000000DRJOPW,호텔플렉스,30.0,24,Y,8.0,2.0,3.0,3.0,3.0,
8509,2306290010,e_e003349,10,호텔 플렉스,2023-06-29,2023-06-30,경기 수원시 팔달구 권광로180번길 18-23,경기 수원시 팔달구 인계동 1123-19,127.0335269,37.2622715,,,POI01000000DRJOPW,호텔플렉스,60.0,24,Y,8.0,2.0,3.0,3.0,3.0,
8525,2306170002,e_e003357,8,스타즈 호텔 동탄점,2023-06-17,2023-06-18,경기 화성시 큰재봉길 31-11,,,,,,,,30.0,24,N,8.0,1.0,5.0,5.0,5.0,4159012800.0
8556,2307010002,e_e003369,8,스타즈 호텔 동탄점,2023-07-01,2023-07-02,경기 화성시 큰재봉길 31-11,,,,,,,,150.0,24,Y,11.0,1.0,4.0,3.0,3.0,4313038500.0
8557,2307010003,e_e003369,2,스타즈 호텔 동탄점,2023-07-01,2023-07-01,경기 화성시 큰재봉길 31-11,경기 화성시 석우동 34-8,127.0788087,37.2182105,,,POI02001TR018246V,스타즈호텔 동탄점,30.0,24,N,11.0,1.0,2.0,3.0,3.0,
8560,2307010006,e_e003369,5,스타즈 호텔 동탄점,2023-07-01,2023-07-01,경기 화성시 큰재봉길 31-11,경기 화성시 석우동 34-8,127.0788087,37.2182105,,,POI02001TR018246V,스타즈호텔 동탄점,240.0,24,N,6.0,1.0,4.0,3.0,3.0,
8569,2307030005,e_e003371,5,호텔 나루 서울 엠 갤러리,2023-07-03,2023-07-03,서울 마포구 마포대로 8,서울 마포구 마포동 450,126.9443694,37.537436,,,POI01000TR103552V,호텔 나루 서울 엠갤러리,270.0,24,N,1.0,1.0,5.0,5.0,5.0,
8571,2307030007,e_e003371,7,호텔 나루 서울 엠 갤러리,2023-07-03,2023-07-04,서울 마포구 마포대로 8,서울 마포구 마포동 450,126.9443694,37.537436,,,POI01000TR103552V,호텔 나루 서울 엠갤러리,150.0,24,N,2.0,1.0,5.0,5.0,5.0,
8589,2306200003,e_e003380,3,밀리오레 호텔 명동,2023-06-20,2023-06-20,서울 중구 퇴계로 115,서울 중구 충무로1가 24-1,126.9842111,37.5610497,,,POI01000TR033588V,밀리오레호텔 명동,150.0,24,N,6.0,1.0,4.0,4.0,4.0,
8594,2306200009,e_e003380,8,밀리오레 호텔 명동,2023-06-20,2023-06-21,서울 중구 퇴계로 115,서울 중구 충무로1가 24-1,126.9842111,37.5610497,,,POI01000TR033588V,밀리오레호텔 명동,120.0,24,N,6.0,1.0,4.0,4.0,4.0,
8623,2306290006,e_e003388,6,풀 빌라 앤 글램핑 랜드,2023-06-29,2023-06-30,경기 가평군 가평읍 복장포길 46-148,경기 가평군 가평읍 복장리 212-4,127.5031944,37.7442456,,,POI01000TR024261V,풀빌라귀족펜션,600.0,24,N,8.0,5.0,4.0,4.0,4.0,
8648,2307040008,e_e003402,8,호텔 라왕,2023-07-04,2023-07-05,서울 종로구 수표로26길 3,서울 종로구 낙원동 135-1,126.9891782,37.5722767,,,POI010000006GKA3F,호텔라와,210.0,24,N,7.0,1.0,5.0,5.0,5.0,
8668,2306180008,e_e003409,7,M 모텔,2023-06-18,2023-06-19,서울 관악구 남부순환로 2082-27,서울 관악구 남현동 1060-9,126.9808431,37.476035,,,POI010000006ICC08,M모텔,150.0,24,N,8.0,2.0,5.0,5.0,5.0,
8682,2306240010,e_e003411,11,라마다 용인 호텔,2023-06-24,2023-06-25,경기 용인시 처인구 포곡읍 마성로 420,경기 용인시 처인구 포곡읍 전대리 356-6,127.216603,37.2865936,,,POI01000000DRLKSX,라마다용인호텔,150.0,24,N,6.0,1.0,5.0,5.0,5.0,
8719,2306170002,e_e003417,11,호텔식 스티,2023-06-17,2023-06-18,서울 송파구 올림픽로12길 4-12,서울 송파구 잠실동 181-19,127.082319,37.5112868,,,POI010000006KO3W9,호텔식스티,1440.0,24,N,8.0,2.0,5.0,5.0,5.0,
8747,2307010004,e_e003431,7,탑클라우드 호텔 수원점,2023-07-01,2023-07-02,경기 수원시 장안구 수성로350번길 13,경기 수원시 장안구 영화동 305-1,127.0108899,37.2924426,,,POI010000006MZKLS,탑클라우드호텔 수원점,30.0,24,N,5.0,1.0,5.0,5.0,5.0,
8787,2307070003,e_e003439,3,테이크 호텔,2023-07-07,2023-07-07,경기 광명시 신기로 22,경기 광명시 일직동 512-3,126.8832251,37.4191384,,,POI01000TR024948V,테이크호텔,180.0,24,N,2.0,1.0,5.0,5.0,5.0,
8789,2307070005,e_e003439,5,테이크 호텔,2023-07-07,2023-07-08,경기 광명시 신기로 22,경기 광명시 일직동 512-3,126.8832251,37.4191384,,,POI01000TR024948V,테이크호텔,30.0,24,N,2.0,1.0,5.0,3.0,4.0,
8799,2306170006,e_e003440,6,너니 굴 문화마을,2023-06-17,2023-06-18,경기 안성시 보개면 너리굴길 100,경기 안성시 보개면 신장리 63-1,127.2789342,37.0406698,,,POI01000000BU53PY,너리굴문화마을,390.0,24,N,5.0,3.0,4.0,4.0,4.0,
8808,2306210004,e_e003442,4,레스트 호텔,2023-06-21,2023-06-22,경기 김포시 태장로795번길 151,경기 김포시 장기동 2011-5,126.6851359,37.6399088,,,POI010000006FWBRF,레스트호텔,150.0,24,N,8.0,1.0,4.0,4.0,4.0,
8821,2307050009,e_e003463,5,한화리조트 용인 베잔송,2023-07-05,2023-07-06,경기 용인시 처인구 남사읍 봉무로153번길 79,,,,,,,,390.0,24,N,1.0,4.0,4.0,2.0,3.0,4128110300.0
8836,2306170011,e_e003465,11,SL 모텔,2023-06-17,2023-06-18,서울 영등포구 당산로33길 3,서울 영등포구 당산동3가 386-7,126.8963545,37.5270268,,,POI02000TR000938V,SL모텔,120.0,24,N,8.0,2.0,2.0,1.0,1.0,
8875,2306170009,e_e003471,8,취옹 예술관,2023-06-17,2023-06-18,경기 가평군 상면 수목원로 300,경기 가평군 상면 행현리 563,127.3595347,37.7532224,,,POI01000000BFYQU4,취옹예술관,300.0,24,N,1.0,6.0,4.0,4.0,4.0,
8884,2307010005,e_e003472,5,라마다 인천 호텔,2023-07-01,2023-07-01,인천 남동구 소래역로 36,인천 남동구 논현동 677-6,126.7354821,37.4002852,,,POI010000008981I4,라마다인천호텔,60.0,24,N,6.0,1.0,5.0,5.0,5.0,
8888,2307010009,e_e003472,9,라마다 인천 호텔,2023-07-01,2023-07-02,인천 남동구 소래역로 36,인천 남동구 논현동 677-6,126.7354821,37.4002852,,,POI010000008981I4,라마다인천호텔,120.0,24,N,6.0,1.0,5.0,5.0,5.0,
8894,2306180003,e_e003475,3,테이크 호텔,2023-06-18,2023-06-18,경기 광명시 신기로 22,경기 광명시 일직동 512-3,126.8832251,37.4191384,,,POI01000TR024948V,테이크호텔,780.0,24,N,2.0,1.0,4.0,4.0,4.0,
8895,2306180004,e_e003475,5,테이크 호텔,2023-06-18,2023-06-19,경기 광명시 신기로 22,경기 광명시 일직동 512-3,126.8832251,37.4191384,,,POI01000TR024948V,테이크호텔,360.0,24,Y,2.0,1.0,4.0,4.0,4.0,
8933,2306250003,e_e003486,4,노블 글램핑,2023-06-25,2023-06-25,경기 포천시 군내면 청군로 2800,경기 포천시 군내면 직두리 154-16,127.25102,37.8652717,,,POI02000TR001897V,노블글램핑,300.0,24,N,2.0,5.0,5.0,5.0,5.0,
8948,2306180005,e_e003502,5,일곱 난쟁이,2023-06-18,2023-06-18,경기 가평군 상면 녹수계곡로 41,경기 가평군 상면 덕현리 345-4,127.3933565,37.7664919,,,POI010000006CVDOA,일곱난쟁이펜션,30.0,24,N,8.0,3.0,5.0,5.0,5.0,
8951,2306180008,e_e003502,8,일곱 난쟁이,2023-06-18,2023-06-19,경기 가평군 상면 녹수계곡로 41,경기 가평군 상면 덕현리 345-4,127.3933565,37.7664919,,,POI010000006CVDOA,일곱난쟁이펜션,330.0,24,Y,8.0,3.0,5.0,5.0,5.0,
8956,2307010003,e_e003506,3,라마다플라자 수원 호텔,2023-07-01,2023-07-01,경기 수원시 팔달구 중부대로 150,경기 수원시 팔달구 인계동 940,127.03244,37.2777301,,,POI01000TR018265V,라마다프라자 수원호텔,60.0,24,Y,4.0,1.0,5.0,5.0,5.0,
8959,2307010006,e_e003506,6,라마다플라자 수원 호텔,2023-07-01,2023-07-01,경기 수원시 팔달구 중부대로 150,경기 수원시 팔달구 인계동 940,127.03244,37.2777301,,,POI01000TR018265V,라마다프라자 수원호텔,30.0,24,Y,4.0,1.0,5.0,5.0,5.0,
8961,2307010008,e_e003506,8,라마다플라자 수원 호텔,2023-07-01,2023-07-02,경기 수원시 팔달구 중부대로 150,경기 수원시 팔달구 인계동 940,127.03244,37.2777301,,,POI01000TR018265V,라마다프라자 수원호텔,1410.0,24,Y,4.0,1.0,5.0,5.0,5.0,
8964,2307020003,e_e003506,11,라마다플라자 수원 호텔,2023-07-02,2023-07-02,경기 수원시 팔달구 중부대로 150,경기 수원시 팔달구 인계동 940,127.03244,37.2777301,,,POI01000TR018265V,라마다프라자 수원호텔,540.0,24,Y,4.0,1.0,5.0,5.0,5.0,
8970,2306290002,e_e003514,2,그랜드 하얏트 서울,2023-06-29,2023-06-29,서울 용산구 소월로 322,서울 용산구 한남동 747-7,126.9970808,37.5394448,,,POI01000TR007380V,그랜드하얏트서울,60.0,24,Y,4.0,1.0,4.0,5.0,5.0,
8973,2306290005,e_e003514,5,그랜드 하얏트 서울,2023-06-29,2023-06-30,서울 용산구 소월로 322,서울 용산구 한남동 747-7,126.9970808,37.5394448,,,POI01000TR007380V,그랜드하얏트서울,90.0,24,Y,4.0,1.0,5.0,5.0,5.0,
8975,2306300002,e_e003514,7,그랜드 하얏트 서울,2023-06-30,2023-06-30,서울 용산구 소월로 322,서울 용산구 한남동 747-7,126.9970808,37.5394448,,,POI01000TR007380V,그랜드하얏트서울,30.0,24,Y,4.0,1.0,5.0,5.0,5.0,
8989,2306220008,e_e003518,5,골든 튤립에버 용인 호텔,2023-06-22,2023-06-23,경기 용인시 처인구 포곡읍 전대로78번길 19-2,,,,,,,,360.0,24,N,7.0,1.0,4.0,3.0,3.0,4111113200.0
9089,2306220005,e_e003570,5,강가 네 떡볶이,2023-06-22,2023-06-22,서울 종로구 종로32길 2,서울 종로구 종로4가 188,127.0004211,37.5706193,,,POI01000000CXK3XP,강가네떡볶이,30.0,4,N,1.0,1.0,5.0,5.0,5.0,
9092,2306220008,e_e003570,8,호텔유파이브,2023-06-22,2023-06-23,서울 중구 동호로 369,서울 중구 을지로5가 19-29,127.0018597,37.5673973,,,POI01000TR018960V,호텔 U5,300.0,24,N,8.0,1.0,5.0,5.0,5.0,
9104,2306210006,e_e003572,6,호텔스카이파크,2023-06-21,2023-06-21,서울 중구 장충단로13길 20,서울 중구 을지로6가 17-2,127.00767,37.5687126,,,POI01000TR035275V,호텔 스카이파크 킹스타운 동대문점,30.0,24,N,6.0,1.0,4.0,3.0,3.0,
9107,2306210009,e_e003572,9,호텔스카이파크,2023-06-21,2023-06-22,서울 중구 장충단로13길 20,서울 중구 을지로6가 17-2,127.00767,37.5687126,,,POI01000TR035275V,호텔 스카이파크 킹스타운 동대문점,30.0,24,Y,11.0,1.0,4.0,3.0,3.0,
9120,2307050001,e_e003576,9,비 클래시 북한강점,2023-07-05,2023-07-06,경기 가평군 가평읍 복장리 80-20,,,,,,,,270.0,24,N,8.0,3.0,5.0,5.0,5.0,4182025033.0
9155,2306240003,e_e003591,4,콘래드,2023-06-24,2023-06-25,서울 영등포구 국제금융로 10,서울 영등포구 여의도동 23-1,126.9267428,37.5254277,,,POI01000TR003867V,콘래드 서울,180.0,24,Y,1.0,1.0,5.0,5.0,5.0,
9223,2306240002,e_e003617,8,라이브러리 스테이 지지향,2023-06-24,2023-06-25,경기 파주시 회동길 145,경기 파주시 문발동 524-3,126.6866875,37.7082645,,,POI01000TR004552V,라이브러리스테이 지지향,180.0,24,N,7.0,7.0,4.0,3.0,4.0,
9277,2306240002,e_e003632,4,오라 호텔,2023-06-24,2023-06-25,서울 강동구 양재대로109길 22,서울 강동구 길동 412-14,127.1388988,37.5365358,,,POI02000TR002701V,오라호텔,840.0,24,N,3.0,2.0,3.0,3.0,3.0,
9294,2306240008,e_e003640,7,헤라 모텔,2023-06-24,2023-06-25,서울 광진구 동일로 335,서울 광진구 중곡동 611-1,127.074288,37.5610229,,,POI02000TR002903V,헤라모텔,60.0,24,N,8.0,2.0,2.0,2.0,2.0,
9340,2307010003,e_e003663,2,쉐라톤 그랜드 인천 호텔,2023-07-01,2023-07-01,인천 연수구 컨벤시아대로 153,인천 연수구 송도동 6-9,126.6452838,37.3903549,,,POI01000TR014442V,쉐라톤그랜드 인천호텔,150.0,24,N,7.0,1.0,5.0,5.0,5.0,
9342,2307010005,e_e003663,4,쉐라톤 그랜드 인천 호텔,2023-07-01,2023-07-02,인천 연수구 컨벤시아대로 153,인천 연수구 송도동 6-9,126.6452838,37.3903549,,,POI01000TR014442V,쉐라톤그랜드 인천호텔,180.0,24,Y,11.0,1.0,5.0,5.0,5.0,
9346,2307020004,e_e003663,8,쉐라톤 그랜드 인천 호텔,2023-07-02,2023-07-02,인천 연수구 컨벤시아대로 153,인천 연수구 송도동 6-9,126.6452838,37.3903549,,,POI01000TR014442V,쉐라톤그랜드 인천호텔,60.0,24,Y,11.0,1.0,5.0,5.0,5.0,
9378,2307080007,e_e003673,7,소도 호텔,2023-07-08,2023-07-09,경기 파주시 원앙길 8-8,경기 파주시 금촌동 45-19,126.7753104,37.7644763,,,POI01000TR027885V,소도호텔,120.0,24,N,1.0,1.0,5.0,5.0,5.0,
9450,2307070006,e_e003700,6,아마존 게스트하우스,2023-07-07,2023-07-08,서울 용산구 녹사평대로26가길 25,서울 용산구 이태원동 79-59,126.9930442,37.5327087,,,POI02000TR004484V,아마존게스트하우스,30.0,24,N,8.0,7.0,4.0,4.0,4.0,
9454,2307080004,e_e003700,10,아마존 게스트하우스,2023-07-08,2023-07-08,서울 용산구 녹사평대로26가길 25,서울 용산구 이태원동 79-59,126.9930442,37.5327087,,,POI02000TR004486V,아마존게스트하우스,420.0,24,Y,8.0,7.0,4.0,4.0,4.0,
9486,2306220005,e_e003716,7,크리스 하우스,2023-06-22,2023-06-23,경기 가평군 가평읍 북한강변로 360-91,,,,,,,,180.0,24,N,2.0,3.0,4.0,4.0,4.0,4182025000.0
9506,2306290003,e_e003724,3,파라 스파라 서울,2023-06-29,2023-06-29,서울 강북구 삼양로 689,서울 강북구 우이동 346,127.0076833,37.6648922,,,POI01000000E4KYZV,파라스파라서울,30.0,24,N,1.0,1.0,4.0,2.0,4.0,
9509,2306290006,e_e003724,7,파라 스파라 서울,2023-06-29,2023-06-30,서울 강북구 삼양로 689,서울 강북구 우이동 346,127.0076833,37.6648922,,,POI01000000E4KYZV,파라스파라서울,150.0,24,N,2.0,1.0,4.0,3.0,4.0,
9529,2307080003,e_e003727,5,호텔루엠 안성점,2023-07-08,2023-07-09,경기 안성시 중앙1길 15,경기 안성시 대천동 35-4,127.2711357,37.0077995,,,POI02000TR003686V,호텔루엠 안성점,120.0,24,N,2.0,2.0,3.0,4.0,4.0,
9574,2306240006,e_e003749,4,노매드 호텔,2023-06-24,2023-06-24,경기 안성시 보개면 보개원삼로 492,경기 안성시 보개면 기좌리 43-3,127.2938057,37.0460043,,,POI01000TR019314V,노마드호텔,60.0,24,N,2.0,1.0,5.0,5.0,5.0,
9575,2306240007,e_e003749,6,노매드 호텔,2023-06-24,2023-06-25,경기 안성시 보개면 보개원삼로 492,경기 안성시 보개면 기좌리 43-3,127.2938057,37.0460043,,,POI01000TR019314V,노마드호텔,120.0,24,N,2.0,1.0,5.0,5.0,5.0,
9593,2306240009,e_e003758,9,호텔 맥,2023-06-24,2023-06-25,서울 서대문구 연세로2길 46,서울 서대문구 창천동 20-40,126.9394096,37.5563671,,,POI02000TR002930V,호텔맥,120.0,24,N,6.0,2.0,4.0,4.0,4.0,
9610,2307060011,e_e003765,4,Q 호텔,2023-07-06,2023-07-07,경기 용인시 처인구 포곡읍 전대로110번길 10-3,,,,,,,,90.0,24,N,6.0,2.0,3.0,1.0,1.0,4146125000.0
9624,2307050007,e_e003773,3,노블 글램핑,2023-07-05,2023-07-06,경기 포천시 군내면 청군로 2800,,,,,,,,450.0,24,N,5.0,5.0,5.0,5.0,5.0,4148025022.0
9636,2307080002,e_e003777,6,서머셋팰리스,2023-07-08,2023-07-09,서울 종로구 율곡로2길 7,,,,,,,,180.0,24,N,6.0,1.0,4.0,3.0,3.0,4729011700.0
9655,2307080007,e_e003781,6,호텔 마루,2023-07-08,2023-07-09,경기 이천시 영창로227번길 9,경기 이천시 창전동 457-14,127.4477974,37.2812738,,,POI02000TR003298V,호텔마루,180.0,24,N,2.0,2.0,5.0,5.0,5.0,
9659,2306240002,e_e003783,5,포 포인츠 바이 쉐라톤 수원 호텔,2023-06-24,2023-06-25,경기 수원시 팔달구 효원로307번길 27,,,,,,,,120.0,24,N,2.0,1.0,5.0,5.0,5.0,4139013200.0
9661,2306240004,e_e003783,3,포 포인츠 바이 쉐라톤 수원 호텔,2023-06-24,2023-06-24,경기 수원시 팔달구 효원로307번길 27,경기 수원시 팔달구 인계동 1122-8,127.0355898,37.2622132,,,POI01000000ALX3LC,FPBS수원호텔,1320.0,24,N,2.0,1.0,5.0,5.0,5.0,
